ibge7;Município;2010;2016;2018
3146750;Palmópolis;0,285;0,450;0,338
3146909;Papagaios;0,458;0,462;0,814
3147105;Pará de Minas;0,490;0,703;0,855
3147006;Paracatu;0,474;0,576;0,758
3147204;Paraguaçu;0,468;0,546;0,697
3147303;Paraisópolis;0,587;0,505;0,567
3147402;Paraopeba;0,446;0,445;0,481
3147600;Passa Quatro;0,657;0,568;0,593
3147709;Passa Tempo;0,416;0,515;0,548
3147808;Passa Vinte;0,446;0,054;0,255
3147501;Passabém;0,340;0,230;0,276
3147907;Passos;0,461;0,569;0,587
3147956;Patis;0,336;0,359;0,215
3148004;Patos de Minas;0,617;0,554;0,611
3148103;Patrocínio;0,552;0,597;0,691
3148202;Patrocínio do Muriaé;0,469;0,500;0,739
3148301;Paula Cândido;0,475;0,242;0,295
3148400;Paulistas;0,439;0,481;0,445
3148509;Pavão;0,290;0,434;0,317
3148608;Peçanha;0,321;0,437;0,414
3148707;Pedra Azul;0,365;0,533;0,610
3148756;Pedra Bonita;0,333;0,498;0,748
3148806;Pedra do Anta;0,417;0,303;0,334
3148905;Pedra do Indaiá;0,408;0,157;0,165
3149002;Pedra Dourada;0,554;0,539;0,733
3149101;Pedralva;0,447;0,529;0,670
3149150;Pedras de Maria da Cruz;0,300;0,288;0,293
3149200;Pedrinópolis;0,447;0,586;0,720
3149309;Pedro Leopoldo;0,646;0,578;0,749
3149408;Pedro Teixeira;0,556;0,133;0,170
3149507;Pequeri;0,504;0,587;0,304
3149606;Pequi;0,397;0,424;0,642
3149705;Perdigão;0,490;0,459;0,565
3149804;Perdizes;0,398;0,625;0,475
3149903;Perdões;0,439;0,412;0,384
3149952;Periquito;0,454;0,321;0,721
3150000;Pescador;0,349;0,441;0,502
3150109;Piau;0,566;0,381;0,730
3150158;Piedade de Caratinga;0,628;0,191;0,202
3150208;Piedade de Ponte Nova;0,415;0,143;0,149
3150307;Piedade do Rio Grande;0,422;0,617;0,603
3150406;Piedade dos Gerais;0,373;0,370;0,386
3150505;Pimenta;0,464;0,555;0,653
3150539;Pingo D' Água;0,599;0,379;0,651
3150570;Pintópolis;0,340;0,253;0,300
