Município,Código,Nome Município,Casos Total,Hepatite A,Hepatite B ,Hepatite C,Hepatite D,Hepatite A Total,Hepatite A 1999-2007,Hepatite A 2008,Hepatite A 2009,Hepatite A 2010,Hepatite A 2011,Hepatite A 2012,Hepatite A 2013,Hepatite A 2014,Hepatite A 2015,Hepatite A 2016,Hepatite A 2017,Hepatite A 2018,Hepatite A 2019,Hepatite A 2020,Tx Det Hep A 2008,Tx Det Hep A 2009,Tx Det Hep A 2010,Tx Det Hep A 2011,Tx Det Hep A 2012,Tx Det Hep A 2013,Tx Det Hep A 2014,Tx Det Hep A 2015,Tx Det Hep A 2016,Tx Det Hep A 2017,Tx Det Hep A 2018,Tx Det Hep A 2019,Tx Det Hep A 2020,Hep A M Total,Hep A M 1999-2007,Hep A M 2008,Hep A M 2009,Hep A M 2010,Hep A M 2011,Hep A M 2012,Hep A M 2013,Hep A M 2014,Hep A M 2015,Hep A M 2016,Hep A M 2017,Hep A M 2018,Hep A M 2019,Hep A M 2020,Tx Det M Hep A M 2008,Tx Det M Hep A M 2009,Tx Det M Hep A M 2010,Tx Det M Hep A M 2011,Tx Det M Hep A M 2012,Tx Det M Hep A M 2013,Tx Det M Hep A M 2014,Tx Det M Hep A M 2015,Tx Det M Hep A M 2016,Tx Det M Hep A M 2017,Tx Det M Hep A M 2018,Tx Det M Hep A M 2019,Tx Det M Hep A M 2020,Hep A F Total,Hep A F 1999-2007,Hep A F 2008,Hep A F 2009,Hep A F 2010,Hep A F 2011,Hep A F 2012,Hep A F 2013,Hep A F 2014,Hep A F 2015,Hep A F 2016,Hep A F 2017,Hep A F 2018,Hep A F 2019,Hep A F 2020,Tx Det F Hep A F 2008,Tx Det F Hep A F 2009,Tx Det F Hep A F 2010,Tx Det F Hep A F 2011,Tx Det F Hep A F 2012,Tx Det F Hep A F 2013,Tx Det F Hep A F 2014,Tx Det F Hep A F 2015,Tx Det F Hep A F 2016,Tx Det F Hep A F 2017,Tx Det F Hep A F 2018,Tx Det F Hep A F 2019,Tx Det F Hep A F 2020,Hepatite B Total,Hepatite B 1999-2007,Hepatite B 2008,Hepatite B 2009,Hepatite B 2010,Hepatite B 2011,Hepatite B 2012,Hepatite B 2013,Hepatite B 2014,Hepatite B 2015,Hepatite B 2016,Hepatite B 2017,Hepatite B 2018,Hepatite B 2019,Hepatite B 2020,Tx Det Hep B 2008,Tx Det Hep B 2009,Tx Det Hep B 2010,Tx Det Hep B 2011,Tx Det Hep B 2012,Tx Det Hep B 2013,Tx Det Hep B 2014,Tx Det Hep B 2015,Tx Det Hep B 2016,Tx Det Hep B 2017,Tx Det Hep B 2018,Tx Det Hep B 2019,Tx Det Hep B 2020,Hep B M Total,Hep B M 1999-2007,Hep B M 2008,Hep B M 2009,Hep B M 2010,Hep B M 2011,Hep B M 2012,Hep B M 2013,Hep B M 2014,Hep B M 2015,Hep B M 2016,Hep B M 2017,Hep B M 2018,Hep B M 2019,Hep B M 2020,Tx Det M Hep B M 2008,Tx Det M Hep B M 2009,Tx Det M Hep B M 2010,Tx Det M Hep B M 2011,Tx Det M Hep B M 2012,Tx Det M Hep B M 2013,Tx Det M Hep B M 2014,Tx Det M Hep B M 2015,Tx Det M Hep B M 2016,Tx Det M Hep B M 2017,Tx Det M Hep B M 2018,Tx Det M Hep B M 2019,Tx Det M Hep B M 2020,Hep B F Total,Hep B F 1999-2007,Hep B F 2008,Hep B F 2009,Hep B F 2010,Hep B F 2011,Hep B F 2012,Hep B F 2013,Hep B F 2014,Hep B F 2015,Hep B F 2016,Hep B F 2017,Hep B F 2018,Hep B F 2019,Hep B F 2020,Tx Det F Hep B F 2008,Tx Det F Hep B F 2009,Tx Det F Hep B F 2010,Tx Det F Hep B F 2011,Tx Det F Hep B F 2012,Tx Det F Hep B F 2013,Tx Det F Hep B F 2014,Tx Det F Hep B F 2015,Tx Det F Hep B F 2016,Tx Det F Hep B F 2017,Tx Det F Hep B F 2018,Tx Det F Hep B F 2019,Tx Det F Hep B F 2020
311240 Capetinga,311240,Capetinga,5,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","13,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","26,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311250 Capim Branco,311250,Capim Branco,7,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,0,0,0,0,0,1,0,0,1,0,0,1,1,0,"0,0","0,0","0,0","0,0","11,1","0,0","0,0","10,6","0,0","0,0","10,3","10,3","0,0",4,0,0,0,0,0,1,0,0,1,0,0,1,1,0,"0,0","0,0","0,0","0,0","22,3","0,0","0,0","21,4","0,0","0,0","21,0","20,8","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311260 Capinópolis,311260,Capinópolis,166,151,10,5,0,151,150,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,3","0,0","0,0","0,0","0,0",75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",76,75,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,9","0,0","0,0","0,0","0,0",10,7,0,0,0,0,1,0,0,0,1,0,0,1,0,"0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","6,3","0,0","0,0","6,2","0,0",4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","12,7","0,0","0,0","0,0","12,2","0,0","0,0","0,0","0,0",6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,8","0,0"
311265 Capitão Andrade,311265,Capitão Andrade,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,2,0,0,0,0,0,0,0,0,1,0,1,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","18,8","0,0","18,5","0,0","18,1",4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","38,5","0,0","0,0","0,0","37,3",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","36,0","0,0","0,0"
311270 Capitão Enéas,311270,Capitão Enéas,28,23,4,1,0,23,9,0,10,3,0,0,0,0,0,1,0,0,0,0,"0,0","67,4","21,1","0,0","0,0","0,0","0,0","0,0","6,7","0,0","0,0","0,0","0,0",19,8,0,8,3,0,0,0,0,0,0,0,0,0,0,"0,0","108,5","41,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,"0,0","26,8","0,0","0,0","0,0","0,0","0,0","0,0","13,7","0,0","0,0","0,0","0,0",4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,"0,0","0,0","0,0","0,0","0,0","6,8","0,0","0,0","6,7","0,0","6,6","6,6","0,0",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,0","0,0","0,0","12,8","0,0",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","13,9","0,0","0,0","0,0","0,0","13,6","0,0","0,0"
311280 Capitólio,311280,Capitólio,12,4,4,4,0,4,0,1,0,0,2,1,0,0,0,0,0,0,0,0,"12,7","0,0","0,0","24,3","12,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"24,5","0,0","0,0","47,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","24,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,2","23,1",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,1","23,1",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,2","23,1"
311290 Caputira,311290,Caputira,8,5,2,1,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","11,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","22,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,8","0,0",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","20,8","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311300 Caraí,311300,Caraí,83,44,37,2,0,44,43,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,2","0,0",18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",26,25,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,6","0,0",37,6,4,1,1,3,3,9,1,3,1,0,3,2,0,"18,0","4,5","4,5","13,4","13,3","39,0","4,3","12,9","4,3","0,0","12,7","8,4","0,0",15,3,2,1,0,1,0,4,1,2,0,0,1,0,0,"17,7","8,8","0,0","8,8","0,0","34,1","8,5","16,9","0,0","0,0","8,3","0,0","0,0",22,3,2,0,1,2,3,5,0,1,1,0,2,2,0,"18,2","0,0","9,1","18,0","26,9","44,0","0,0","8,7","8,7","0,0","17,3","17,3","0,0"
311310 Caranaíba,311310,Caranaíba,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311320 Carandaí,311320,Carandaí,14,2,4,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,9","0,0","3,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,9",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,8","0,0","0,0",4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,9","0,0","3,9",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,9",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,8","0,0","0,0"
311330 Carangola,311330,Carangola,74,5,5,64,0,5,1,0,0,0,0,1,0,2,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","3,1","0,0","6,1","0,0","3,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","6,4","0,0","6,2","0,0","0,0","0,0","0,0","0,0","0,0",3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","5,9","0,0","0,0","0,0","0,0",5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","6,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311340 Caratinga,311340,Caratinga,78,8,39,30,1,8,6,0,0,0,0,0,0,0,0,0,0,0,2,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",6,4,0,0,0,0,0,0,0,0,0,0,0,2,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3","0,0",39,2,1,3,3,1,1,3,1,5,7,3,5,1,3,"1,2","3,5","3,5","1,2","1,2","3,4","1,1","5,6","7,7","3,3","5,5","1,1","3,2",24,1,0,2,2,0,1,1,1,4,5,3,1,1,2,"0,0","4,8","4,8","0,0","2,4","2,3","2,3","9,1","11,3","6,7","2,2","2,2","4,4",15,1,1,1,1,1,0,2,0,1,2,0,4,0,1,"2,3","2,3","2,3","2,3","0,0","4,4","0,0","2,2","4,3","0,0","8,6","0,0","2,1"
311350 Carbonita,311350,Carbonita,6,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"18,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"36,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,6","0,0",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","20,8","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311360 Careaçu,311360,Careaçu,10,2,4,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","15,7","0,0","0,0","0,0","0,0","15,0","0,0","0,0","0,0",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","30,6","0,0","0,0","0,0","0,0","29,3","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,"0,0","15,9","0,0","0,0","0,0","30,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"0,0","30,5","0,0","0,0","0,0","30,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","31,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311370 Carlos Chagas,311370,Carlos Chagas,19,5,11,3,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,"9,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,"18,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",11,3,2,0,0,3,0,1,0,0,0,0,0,1,1,"9,4","0,0","0,0","15,1","0,0","5,0","0,0","0,0","0,0","0,0","0,0","5,3","5,4",10,3,1,0,0,3,0,1,0,0,0,0,0,1,1,"9,3","0,0","0,0","30,2","0,0","10,1","0,0","0,0","0,0","0,0","0,0","10,7","10,8",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"9,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311380 Carmésia,311380,Carmésia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
311390 Carmo da Cachoeira,311390,Carmo da Cachoeira,9,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,"0,0","24,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,2","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","16,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,"0,0","33,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,5","0,0","0,0"
311400 Carmo da Mata,311400,Carmo da Mata,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"8,8","0,0","9,2","0,0","0,0","0,0","8,9","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","18,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"17,7","0,0","0,0","0,0","0,0","0,0","17,7","0,0","0,0","0,0","0,0","0,0","0,0"
311410 Carmo de Minas,311410,Carmo de Minas,84,74,2,8,0,74,12,52,8,0,0,0,0,0,0,0,1,1,0,0,"365,3","55,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,8","6,8","0,0","0,0",37,7,25,5,0,0,0,0,0,0,0,0,0,0,0,"343,4","67,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",37,5,27,3,0,0,0,0,0,0,0,1,1,0,0,"388,2","42,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,6","13,5","0,0","0,0",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,9","0,0","0,0","6,7","0,0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,5","0,0",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,7","0,0","0,0","0,0","0,0"
311420 Carmo do Cajuru,311420,Carmo do Cajuru,26,1,17,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",17,9,0,1,0,0,0,0,0,0,1,2,2,1,1,"0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","4,6","9,1","9,0","4,4","4,4",9,5,0,1,0,0,0,0,0,0,1,0,1,0,1,"0,0","10,0","0,0","0,0","0,0","0,0","0,0","0,0","9,2","0,0","9,0","0,0","8,8",8,4,0,0,0,0,0,0,0,0,0,2,1,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","18,2","9,0","8,9","0,0"
311430 Carmo do Paranaíba,311430,Carmo do Paranaíba,64,43,13,8,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",13,2,0,2,1,4,0,0,0,1,0,0,0,1,2,"0,0","6,2","3,4","13,4","0,0","0,0","0,0","3,3","0,0","0,0","0,0","3,3","6,6",6,0,0,2,0,1,0,0,0,1,0,0,0,1,1,"0,0","12,1","0,0","6,6","0,0","0,0","0,0","6,5","0,0","0,0","0,0","6,5","6,5",7,2,0,0,1,3,0,0,0,0,0,0,0,0,1,"0,0","0,0","6,8","20,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,7"
311440 Carmo do Rio Claro,311440,Carmo do Rio Claro,51,41,2,8,0,41,39,0,0,0,1,0,0,0,0,0,0,0,0,1,"0,0","0,0","0,0","4,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,7",21,19,0,0,0,1,0,0,0,0,0,0,0,0,1,"0,0","0,0","0,0","9,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,1",20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","4,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","9,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
